sub	acq	val	
0.969591	1.58551	10.2811	3.59765
derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.969003	1.66117	11.6135	3.76311
derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.985677	1.58034	9.68887	3.54543
derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.989319	1.67612	11.3115	3.74025
derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.81603	1.66593	0.101861	3.44822
derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970483	1.65262	0.177725	3.62137
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951138	1.65873	10.6943	3.80366
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.937899	1.76495	12.8916	4.09955
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.960959	1.62857	10.1412	3.70945
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951718	1.77186	12.6188	4.07255
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.974043	1.60509	9.50879	3.6244
derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970613	1.75118	12.1236	3.96535
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.963711	1.68829	11.0068	3.83621
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.936314	1.75566	13.4143	4.08461
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.976559	1.6736	10.5778	3.76748
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.956916	1.76187	13.1151	4.03445
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.819476	1.78534	0.122153	3.64643
derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970364	1.79518	13.0605	4.07444
derivatives/fsl/sub-10198/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.94165	1.81786	14.1077	4.22454
derivatives/fsl/sub-10198/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.982742	1.67398	10.4134	3.75171
derivatives/fsl/sub-10198/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.967021	1.77372	12.789	4.03156
derivatives/fsl/sub-10198/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.841841	1.76491	0.12743	3.64733
derivatives/fsl/sub-10198/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99153	1.7589	12.3651	3.92418
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.9762	1.60292	9.91837	3.61558
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.959794	1.68112	12.0682	3.83466
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.736281	1.77633	0.109532	3.50362
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.981222	1.69451	11.7643	3.80379
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.750021	1.72225	0.0945443	3.44706
derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.94987	1.73102	0.122595	3.7539
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.947537	1.68447	12.1073	3.87781
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.928613	1.79611	15.0259	4.21717
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955418	1.64134	11.6183	3.75768
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.940365	1.76959	14.2491	4.10927
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970062	1.62588	11.1161	3.68272
derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.956973	1.76604	13.7459	4.04632
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.980143	1.74642	11.5848	3.92587
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.956106	1.84457	14.3491	4.24643
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.895155	1.81382	0.148746	3.82934
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.979205	1.8465	13.8652	4.17701
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.927264	1.76824	0.129875	3.79403
derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993976	1.82202	0.18312	4.04015
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973531	1.66888	10.8256	3.76572
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.942736	1.79807	14.1291	4.17139
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.981025	1.62912	10.3053	3.65896
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.980704	1.80202	13.1071	4.0603
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.840731	1.73031	0.127587	3.58617
derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.953243	1.82869	0.156491	3.97282
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.964059	1.78888	13.0385	4.07803
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.961276	1.8845	14.6698	4.33407
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.98277	1.77661	12.1788	3.99115
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.980869	1.89622	14.417	4.30088
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.949403	1.78375	0.142111	3.86582
derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993955	1.91139	14.1955	4.29924
derivatives/fsl/sub-10303/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.976038	1.70715	11.2426	3.84568
derivatives/fsl/sub-10303/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.960221	1.83186	14.1441	4.20018
derivatives/fsl/sub-10303/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.989839	1.69698	10.8582	3.78486
derivatives/fsl/sub-10303/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.890414	1.74251	0.131357	3.68301
derivatives/fsl/sub-10303/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993969	1.76575	0.187323	3.90562
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983934	1.67391	10.8104	3.74908
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.968142	1.75728	13.0162	3.98934
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.908696	1.72537	0.143754	3.67842
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.992374	1.74652	12.4311	3.89274
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.961928	1.66244	0.0922175	3.62996
derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993965	1.7197	0.650329	3.80031
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.969545	1.7128	11.9145	3.87837
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.958953	1.83185	14.3204	4.20475
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.991579	1.70119	11.1766	3.78999
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983479	1.78922	13.555	4.02136
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.929858	1.71744	0.135551	3.69498
derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.987736	1.8183	0.152975	4.01838
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.968787	1.70613	11.2231	3.86332
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.959174	1.79782	13.3107	4.11579
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.987528	1.69048	10.7158	3.77625
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.979641	1.78324	12.856	4.01729
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.872433	1.75423	0.0958703	3.6766
derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.976803	1.78513	0.138113	3.91916
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.972654	1.61648	10.019	3.65313
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.960295	1.6858	11.9073	3.84323
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.741842	1.796	0.120256	3.53984
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983655	1.68579	11.4956	3.77719
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.802679	1.69364	0.0843037	3.4743
derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.927519	1.71177	0.14904	3.68016
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.971167	1.65735	11.0563	3.74738
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955912	1.74399	13.2471	3.99521
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.987391	1.63892	10.5619	3.66379
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.981013	1.71785	12.4924	3.85852
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.879661	1.67899	0.11966	3.55126
derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99396	1.70034	0.216941	3.75644
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.967845	1.72996	11.964	3.92303
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.948757	1.81739	14.5286	4.20184
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.986392	1.71635	11.4721	3.83872
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.962597	1.85843	14.7919	4.26223
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993998	1.72168	0.150401	3.80431
derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993997	1.85359	0.962138	4.12047
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.969223	1.66093	10.4929	3.75882
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.959094	1.73981	12.3191	3.97267
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983239	1.63609	9.96033	3.6675
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973167	1.73443	12.2243	3.91884
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.805903	1.73482	0.113686	3.54324
derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.953202	1.75663	0.13157	3.81379
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.978562	1.65376	11.0407	3.71967
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.972057	1.77042	13.6711	4.01047
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.94334	1.66231	0.124287	3.60478
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.984774	1.7563	13.3417	3.93838
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99399	1.64809	0.150609	3.6431
derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993988	1.72862	0.715764	3.82079
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973146	1.65434	11.0995	3.73557
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955097	1.7446	13.7432	4.00073
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.986698	1.63282	10.6095	3.65266
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.977575	1.76248	13.3878	3.97437
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.990785	1.62789	10.567	3.63168
derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955045	1.75241	0.328931	3.80791
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.972326	1.71524	12.0717	3.87646
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.968374	1.847	14.6516	4.21388
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99121	1.72119	11.4231	3.83661
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983819	1.83385	14.1815	4.13128
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.928483	1.75911	0.144445	3.77729
derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993996	1.83135	0.473045	4.06319
derivatives/fsl/sub-10589sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.947237	1.81893	14.4693	4.21047
derivatives/fsl/sub-10589sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.977522	1.61445	10.1641	3.63678
derivatives/fsl/sub-10589sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973162	1.78967	13.5871	4.05361
derivatives/fsl/sub-10589sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.967581	1.8047	13.6578	4.10781
derivatives/fsl/sub-10589sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993991	1.78022	12.79	3.96818
derivatives/fsl/sub-10590sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.940559	1.76693	13.8721	4.10057
derivatives/fsl/sub-10590sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951848	1.56116	10.51	3.59558
derivatives/fsl/sub-10590sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.96782	1.78199	13.7519	4.05157
derivatives/fsl/sub-10590sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.967744	1.78541	13.808	4.06027
derivatives/fsl/sub-10590sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.985049	1.79148	12.8505	4.02137
derivatives/fsl/sub-10603sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.925785	1.90513	14.8606	4.51049
derivatives/fsl/sub-10603sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.954683	1.73424	11.1297	3.96763
derivatives/fsl/sub-10603sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.945256	1.95954	15.0213	4.59223
derivatives/fsl/sub-10603sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.946941	1.89361	14.3306	4.40448
derivatives/fsl/sub-10603sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.980284	1.89329	13.5752	4.29378
derivatives/fsl/sub-10606sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.943962	1.83606	15.2061	4.26764
derivatives/fsl/sub-10606sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973422	1.66774	11.0335	3.76403
derivatives/fsl/sub-10606sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970366	1.8137	13.9912	4.12226
derivatives/fsl/sub-10606sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.956187	1.82513	14.7859	4.19803
derivatives/fsl/sub-10606sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.987487	1.80943	13.6378	4.05886
derivatives/fsl/sub-10608sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.95064	1.97917	17.0545	4.63522
derivatives/fsl/sub-10608sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.973269	1.80541	13.3549	4.09147
